atc_name,atc_code
trimethobenzamide,R06AA10
dimenhydrinate,R06AA11
"diphenhydramine, combinations",R06AA52
"clemastine, combinations",R06AA54
"chlorphenoxamine, combinations",R06AA56
"diphenylpyraline, combinations",R06AA57
"doxylamine, combinations",R06AA59
"dimenhydrinate, combinations",R06AA61
brompheniramine,R06AB01
dexchlorpheniramine,R06AB02
dimetindene,R06AB03
chlorphenamine,R06AB04
pheniramine,R06AB05
dexbrompheniramine,R06AB06
talastine,R06AB07
"brompheniramine, combinations",R06AB51
"dexchlorpheniramine, combinations",R06AB52
"chlorphenamine, combinations",R06AB54
"dexbrompheniramine, combinations",R06AB56
mepyramine,R06AC01
histapyrrodine,R06AC02
chloropyramine,R06AC03
tripelennamine,R06AC04
methapyrilene,R06AC05
thonzylamine,R06AC06
"histapyrrodine, combinations",R06AC52
"chloropyramine, combinations",R06AC53
alimemazine,R06AD01
promethazine,R06AD02
thiethylperazine,R06AD03
methdilazine,R06AD04
hydroxyethylpromethazine,R06AD05
thiazinam,R06AD06
mequitazine,R06AD07
oxomemazine,R06AD08
isothipendyl,R06AD09
"promethazine, combinations",R06AD52
"hydroxyethylpromethazine, combinations",R06AD55
buclizine,R06AE01
cyclizine,R06AE03
chlorcyclizine,R06AE04
meclozine,R06AE05
oxatomide,R06AE06
cetirizine,R06AE07
levocetirizine,R06AE09
"buclizine, combinations",R06AE51
"cyclizine, combinations",R06AE53
"meclozine, combinations",R06AE55
bamipine,R06AX01
cyproheptadine,R06AX02
thenalidine,R06AX03
phenindamine,R06AX04
antazoline,R06AX05
triprolidine,R06AX07
pyrrobutamine,R06AX08
azatadine,R06AX09
astemizole,R06AX11
terfenadine,R06AX12
loratadine,R06AX13
mebhydrolin,R06AX15
deptropine,R06AX16
ketotifen,R06AX17
acrivastine,R06AX18
azelastine,R06AX19
tritoqualine,R06AX21
ebastine,R06AX22
pimethixene,R06AX23
epinastine,R06AX24
mizolastine,R06AX25
fexofenadine,R06AX26
desloratadine,R06AX27
rupatadine,R06AX28
bilastine,R06AX29
quifenadine,R06AX31
sequifenadine,R06AX32
"thenalidine, combinations",R06AX53
"pyrrobutamine, combinations",R06AX58
colfosceril palmitate,R07AA01
natural phospholipids,R07AA02
doxapram,R07AB01
nikethamide,R07AB02
pentetrazol,R07AB03
etamivan,R07AB04
bemegride,R07AB05
prethcamide,R07AB06
almitrine,R07AB07
dimefline,R07AB08
mepixanox,R07AB09
"nikethamide, combinations",R07AB52
"pentetrazol, combinations",R07AB53
nitric oxide,R07AX01
ivacaftor,R07AX02
ivacaftor and lumacaftor,R07AX30
ivacaftor and tezacaftor,R07AX31
"ivacaftor, tezacaftor and elexacaftor",R07AX32
"deutivacaftor, tezacaftor and vanzacaftor",R07AX33
chloramphenicol,S01AA01
chlortetracycline,S01AA02
neomycin,S01AA03
oxytetracycline,S01AA04
tyrothricin,S01AA05
framycetin,S01AA07
tetracycline,S01AA09
natamycin,S01AA10
gentamicin,S01AA11
tobramycin,S01AA12
fusidic acid,S01AA13
benzylpenicillin,S01AA14
dihydrostreptomycin,S01AA15
rifamycin,S01AA16
erythromycin,S01AA17
polymyxin B,S01AA18
ampicillin,S01AA19
antibiotics in combination with other drugs,S01AA20
amikacin,S01AA21
micronomicin,S01AA22
netilmicin,S01AA23
kanamycin,S01AA24
azidamfenicol,S01AA25
azithromycin,S01AA26
cefuroxime,S01AA27
vancomycin,S01AA28
dibekacin,S01AA29
combinations of different antibiotics,S01AA30
cefmenoxime,S01AA31
bacitracin,S01AA32
sulfamethizole,S01AB01
sulfafurazole,S01AB02
sulfadicramide,S01AB03
sulfacetamide,S01AB04
sulfafenazol,S01AB05
idoxuridine,S01AD01
trifluridine,S01AD02
aciclovir,S01AD03
interferon,S01AD05
vidarabine,S01AD06
famciclovir,S01AD07
fomivirsen,S01AD08
ganciclovir,S01AD09
ofloxacin,S01AE01
norfloxacin,S01AE02
ciprofloxacin,S01AE03
lomefloxacin,S01AE04
levofloxacin,S01AE05
gatifloxacin,S01AE06
moxifloxacin,S01AE07
besifloxacin,S01AE08
tosufloxacin,S01AE09
mercury compounds,S01AX01
silver compounds,S01AX02
zinc compounds,S01AX03
nitrofural,S01AX04
bibrocathol,S01AX05
resorcinol,S01AX06
sodium borate,S01AX07
hexamidine,S01AX08
chlorhexidine,S01AX09
sodium propionate,S01AX10
dibrompropamidine,S01AX14
propamidine,S01AX15
picloxydine,S01AX16
povidone-iodine,S01AX18
polihexanide,S01AX24
lotilaner,S01AX25
dexamethasone,S01BA01
hydrocortisone,S01BA02
cortisone,S01BA03
prednisolone,S01BA04
triamcinolone,S01BA05
betamethasone,S01BA06
fluorometholone,S01BA07
medrysone,S01BA08
clobetasone,S01BA09
alclometasone,S01BA10
desonide,S01BA11
formocortal,S01BA12
rimexolone,S01BA13
loteprednol,S01BA14
fluocinolone acetonide,S01BA15
difluprednate,S01BA16
hydrocortisone and mydriatics,S01BB01
prednisolone and mydriatics,S01BB02
fluorometholone and mydriatics,S01BB03
betamethasone and mydriatics,S01BB04
indometacin,S01BC01
oxyphenbutazone,S01BC02
diclofenac,S01BC03
flurbiprofen,S01BC04
ketorolac,S01BC05
piroxicam,S01BC06
bendazac,S01BC07
salicylic acid,S01BC08
pranoprofen,S01BC09
nepafenac,S01BC10
bromfenac,S01BC11
dexamethasone and antiinfectives,S01CA01
prednisolone and antiinfectives,S01CA02
hydrocortisone and antiinfectives,S01CA03
fluocortolone and antiinfectives,S01CA04
betamethasone and antiinfectives,S01CA05
fludrocortisone and antiinfectives,S01CA06
fluorometholone and antiinfectives,S01CA07
methylprednisolone and antiinfectives,S01CA08
chloroprednisone and antiinfectives,S01CA09
fluocinolone acetonide and antiinfectives,S01CA10
clobetasone and antiinfectives,S01CA11
loteprednol and antiinfectives,S01CA12
dexamethasone,S01CB01
prednisolone,S01CB02
hydrocortisone,S01CB03
betamethasone,S01CB04
fluorometholone,S01CB05
diclofenac and antiinfectives,S01CC01
indometacin and antiinfectives,S01CC02
epinephrine,S01EA01
dipivefrine,S01EA02
apraclonidine,S01EA03
clonidine,S01EA04
brimonidine,S01EA05
"epinephrine, combinations",S01EA51
brimonidine and ripasudil,S01EA55
pilocarpine,S01EB01
carbachol,S01EB02
ecothiopate,S01EB03
demecarium,S01EB04
physostigmine,S01EB05
neostigmine,S01EB06
fluostigmine,S01EB07
aceclidine,S01EB08
acetylcholine,S01EB09
paraoxon,S01EB10
"pilocarpine, combinations",S01EB51
"aceclidine, combinations",S01EB58
acetazolamide,S01EC01
diclofenamide,S01EC02
dorzolamide,S01EC03
brinzolamide,S01EC04
methazolamide,S01EC05
"brinzolamide, combinations",S01EC54
timolol,S01ED01
betaxolol,S01ED02
levobunolol,S01ED03
metipranolol,S01ED04
carteolol,S01ED05
befunolol,S01ED06
"timolol, combinations",S01ED51
"betaxolol, combinations",S01ED52
"metipranolol, combinations",S01ED54
"carteolol, combinations",S01ED55
latanoprost,S01EE01
unoprostone,S01EE02
bimatoprost,S01EE03
travoprost,S01EE04
tafluprost,S01EE05
latanoprostene bunod,S01EE06
latanoprost and netarsudil,S01EE51
latanoprost and dorzolamide,S01EE52
guanethidine,S01EX01
dapiprazole,S01EX02
netarsudil,S01EX05
omidenepag,S01EX06
ripasudil,S01EX07
atropine,S01FA01
scopolamine,S01FA02
methylscopolamine,S01FA03
cyclopentolate,S01FA04
homatropine,S01FA05
tropicamide,S01FA06
"cyclopentolate, combinations",S01FA54
"tropicamide, combinations",S01FA56
phenylephrine,S01FB01
ephedrine,S01FB02
ibopamine,S01FB03
phenylephrine and ketorolac,S01FB51
naphazoline,S01GA01
tetryzoline,S01GA02
xylometazoline,S01GA03
oxymetazoline,S01GA04
phenylephrine,S01GA05
oxedrine,S01GA06
brimonidine,S01GA07
"naphazoline, combinations",S01GA51
"tetryzoline, combinations",S01GA52
"xylometazoline, combinations",S01GA53
"phenylephrine, combinations",S01GA55
"oxedrine, combinations",S01GA56
cromoglicic acid,S01GX01
levocabastine,S01GX02
spaglumic acid,S01GX03
nedocromil,S01GX04
lodoxamide,S01GX05
emedastine,S01GX06
azelastine,S01GX07
ketotifen,S01GX08
olopatadine,S01GX09
epinastine,S01GX10
alcaftadine,S01GX11
cetirizine,S01GX12
bilastine,S01GX13
"cromoglicic acid, combinations",S01GX51
cocaine,S01HA01
oxybuprocaine,S01HA02
tetracaine,S01HA03
proxymetacaine,S01HA04
procaine,S01HA05
cinchocaine,S01HA06
lidocaine,S01HA07
chloroprocaine,S01HA08
fluorescein,S01JA01
rose bengal sodium,S01JA02
"fluorescein, combinations",S01JA51
hyaluronic acid,S01KA01
hypromellose,S01KA02
"hyaluronic acid, combinations",S01KA51
chymotrypsin,S01KX01
trypan blue,S01KX02
verteporfin,S01LA01
anecortave,S01LA02
pegaptanib,S01LA03
ranibizumab,S01LA04
aflibercept,S01LA05
brolucizumab,S01LA06
abicipar pegol,S01LA07
bevacizumab,S01LA08
faricimab,S01LA09
guaiazulen,S01XA01
retinol,S01XA02
"sodium chloride, hypertonic",S01XA03
potassium iodide,S01XA04
sodium edetate,S01XA05
ethylmorphine,S01XA06
alum,S01XA07
acetylcysteine,S01XA08
iodoheparinate,S01XA09
inosine,S01XA10
nandrolone,S01XA11
dexpanthenol,S01XA12
alteplase,S01XA13
heparin,S01XA14
ascorbic acid,S01XA15
ciclosporin,S01XA18
"limbal stem cells, autologous",S01XA19
artificial tears and other indifferent preparations,S01XA20
mercaptamine,S01XA21
ocriplasmin,S01XA22
sirolimus,S01XA23
cenegermin,S01XA24
lifitegrast,S01XA25
riboflavin,S01XA26
voretigene neparvovec,S01XA27
varenicline,S01XA28
sepofarsen,S01XA29
pegcetacoplan,S01XA31
avacincaptad pegol,S01XA32
diquafosol,S01XA33
chloramphenicol,S02AA01
nitrofural,S02AA02
boric acid,S02AA03
aluminium acetotartrate,S02AA04
clioquinol,S02AA05
hydrogen peroxide,S02AA06
neomycin,S02AA07
tetracycline,S02AA08
chlorhexidine,S02AA09
acetic acid,S02AA10
polymyxin B,S02AA11
rifamycin,S02AA12
miconazole,S02AA13
gentamicin,S02AA14
ciprofloxacin,S02AA15
ofloxacin,S02AA16
fosfomycin,S02AA17
cefmenoxime,S02AA18
"antiinfectives, combinations",S02AA30
hydrocortisone,S02BA01
prednisolone,S02BA03
dexamethasone,S02BA06
betamethasone,S02BA07
fluocinolone acetonide,S02BA08
prednisolone and antiinfectives,S02CA01
flumetasone and antiinfectives,S02CA02
hydrocortisone and antiinfectives,S02CA03
triamcinolone and antiinfectives,S02CA04
fluocinolone acetonide and antiinfectives,S02CA05
dexamethasone and antiinfectives,S02CA06
fludrocortisone and antiinfectives,S02CA07
lidocaine,S02DA01
cocaine,S02DA02
phenazone,S02DA03
cinchocaine,S02DA04
neomycin,S03AA01
tetracycline,S03AA02
polymyxin B,S03AA03
chlorhexidine,S03AA04
hexamidine,S03AA05
gentamicin,S03AA06
ciprofloxacin,S03AA07
chloramphenicol,S03AA08
"antiinfectives, combinations",S03AA30
dexamethasone,S03BA01
prednisolone,S03BA02
betamethasone,S03BA03
dexamethasone and antiinfectives,S03CA01
prednisolone and antiinfectives,S03CA02
hydrocortisone and antiinfectives,S03CA04
fludrocortisone and antiinfectives,S03CA05
betamethasone and antiinfectives,S03CA06
methylprednisolone and antiinfectives,S03CA07
feather,V01AA01
grass pollen,V01AA02
house dust mites,V01AA03
mould fungus and yeast fungus,V01AA04
tree pollen,V01AA05
insects,V01AA07
food,V01AA08
textiles,V01AA09
flowers,V01AA10
animals,V01AA11
ipecacuanha,V03AB01
nalorphine,V03AB02
edetates,V03AB03
pralidoxime,V03AB04
prednisolone and promethazine,V03AB05
thiosulfate,V03AB06
sodium nitrite,V03AB08
dimercaprol,V03AB09
obidoxime,V03AB13
protamine,V03AB14
naloxone,V03AB15
ethanol,V03AB16
methylthioninium chloride,V03AB17
potassium permanganate,V03AB18
physostigmine,V03AB19
copper sulfate,V03AB20
potassium iodide,V03AB21
amyl nitrite,V03AB22
acetylcysteine,V03AB23
digitalis antitoxin,V03AB24
flumazenil,V03AB25
methionine,V03AB26
4-dimethylaminophenol,V03AB27
cholinesterase,V03AB29
prussian blue,V03AB31
glutathione,V03AB32
hydroxocobalamin,V03AB33
fomepizole,V03AB34
sugammadex,V03AB35
phentolamine,V03AB36
idarucizumab,V03AB37
andexanet alfa,V03AB38
pralidoxime and atropine,V03AB54
deferoxamine,V03AC01
deferiprone,V03AC02
deferasirox,V03AC03
polystyrene sulfonate,V03AE01
sevelamer,V03AE02
lanthanum carbonate,V03AE03
calcium acetate and magnesium carbonate,V03AE04
sucroferric oxyhydroxide,V03AE05
colestilan,V03AE06
calcium acetate,V03AE07
ferric citrate,V03AE08
patiromer calcium,V03AE09
sodium zirconium cyclosilicate,V03AE10
mesna,V03AF01
dexrazoxane,V03AF02
calcium folinate,V03AF03
calcium levofolinate,V03AF04
amifostine,V03AF05
sodium folinate,V03AF06
rasburicase,V03AF07
palifermin,V03AF08
glucarpidase,V03AF09
sodium levofolinate,V03AF10
arginine and lysine,V03AF11
trilaciclib,V03AF12
sodium cellulose phosphate,V03AG01
sodium phosphate,V03AG05
diazoxide,V03AH01
oxygen,V03AN01
carbon dioxide,V03AN02
helium,V03AN03
nitrogen,V03AN04
medical air,V03AN05
nalfurafine,V03AX02
cobicistat,V03AX03
difelikefalin,V03AX04
ethanol,V03AZ01
tolbutamide,V04CA01
glucose,V04CA02
vitamin A concentrates,V04CB01
sorbitol,V04CC01
magnesium sulfate,V04CC02
sincalide,V04CC03
ceruletide,V04CC04
metyrapone,V04CD01
sermorelin,V04CD03
corticorelin,V04CD04
somatorelin,V04CD05
macimorelin,V04CD06
galactose,V04CE01
sulfobromophthalein,V04CE02
methacetin (13C),V04CE03
tuberculin,V04CF01
cation exchange resins,V04CG01
betazole,V04CG02
histamine phosphate,V04CG03
pentagastrin,V04CG04
methylthioninium chloride,V04CG05
caffeine and sodium benzoate,V04CG30
inulin and other polyfructosans,V04CH01
indigo carmine,V04CH02
phenolsulfonphthalein,V04CH03
alsactide,V04CH04
aminohippuric acid,V04CH30
thyrotropin,V04CJ01
protirelin,V04CJ02
secretin,V04CK01
pancreozymin (cholecystokinin),V04CK02
bentiromide,V04CK03
gonadorelin,V04CM01
indocyanine green,V04CX01
folic acid,V04CX02
methacholine,V04CX03
mannitol,V04CX04
13C-urea,V04CX05
hexaminolevulinate,V04CX06
edrophonium,V04CX07
carbon monoxide,V04CX08
patent blue,V04CX09
pafolacianine,V04CX10
lithium chloride,V04CX11
xenon,V04CX12
glucose,V06DC01
fructose,V06DC02
diatrizoic acid,V08AA01
metrizoic acid,V08AA02
iodamide,V08AA03
iotalamic acid,V08AA04
ioxitalamic acid,V08AA05
ioglicic acid,V08AA06
acetrizoic acid,V08AA07
iocarmic acid,V08AA08
methiodal,V08AA09
diodone,V08AA10
metrizamide,V08AB01
iohexol,V08AB02
ioxaglic acid,V08AB03
iopamidol,V08AB04
iopromide,V08AB05
iotrolan,V08AB06
ioversol,V08AB07
iopentol,V08AB08
iodixanol,V08AB09
iomeprol,V08AB10
iobitridol,V08AB11
ioxilan,V08AB12
iodoxamic acid,V08AC01
iotroxic acid,V08AC02
ioglycamic acid,V08AC03
adipiodone,V08AC04
iobenzamic acid,V08AC05
iopanoic acid,V08AC06
iocetamic acid,V08AC07
sodium iopodate,V08AC08
tyropanoic acid,V08AC09
calcium iopodate,V08AC10
ethyl esters of iodised fatty acids,V08AD01
iopydol,V08AD02
propyliodone,V08AD03
iofendylate,V08AD04
barium sulfate with suspending agents,V08BA01
barium sulfate without suspending agents,V08BA02
gadopentetic acid,V08CA01
gadoteric acid,V08CA02
gadodiamide,V08CA03
gadoteridol,V08CA04
mangafodipir,V08CA05
gadoversetamide,V08CA06
ferric ammonium citrate,V08CA07
gadobenic acid,V08CA08
gadobutrol,V08CA09
gadoxetic acid,V08CA10
gadofosveset,V08CA11
gadopiclenol,V08CA12
ferumoxsil,V08CB01
ferristene,V08CB02
"iron oxide, nanoparticles",V08CB03
perflubron,V08CX01
"perflutren, human albumin microspheres",V08DA01
microparticles of galactose,V08DA02
perflenapent,V08DA03
"perflutren, phospholipid microspheres",V08DA04
"sulfur hexafluoride, phospholipid microspheres",V08DA05
"perflubutane, phospholipid microspheres",V08DA06
technetium (99mTc) exametazime,V09AA01
technetium (99mTc) bicisate,V09AA02
iodine iofetamine (123I),V09AB01
iodine iolopride (123I),V09AB02
iodine ioflupane (123I),V09AB03
indium (111In) pentetic acid,V09AX01
iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane,V09AX03
flutemetamol (18F),V09AX04
florbetapir (18F),V09AX05
florbetaben (18F),V09AX06
flortaucipir (18F),V09AX07
technetium (99mTc) oxidronic acid,V09BA01
technetium (99mTc) medronic acid,V09BA02
technetium (99mTc) pyrophosphate,V09BA03
technetium (99mTc) butedronic acid,V09BA04
technetium (99mTc) pentetic acid,V09CA01
technetium (99mTc) succimer,V09CA02
technetium (99mTc) mertiatide,V09CA03
technetium (99mTc) gluceptate,V09CA04
technetium (99mTc) gluconate,V09CA05
technetium (99mTc) ethylenedicysteine,V09CA06
sodium iodohippurate (123I),V09CX01
sodium iodohippurate (131I),V09CX02
sodium iothalamate (125I),V09CX03
chromium (51Cr) edetate,V09CX04
technetium (99mTc) disofenin,V09DA01
technetium (99mTc) etifenin,V09DA02
technetium (99mTc) lidofenin,V09DA03
technetium (99mTc) mebrofenin,V09DA04
technetium (99mTc) galtifenin,V09DA05
technetium (99mTc) nanocolloid,V09DB01
technetium (99mTc) microcolloid,V09DB02
technetium (99mTc) millimicrospheres,V09DB03
technetium (99mTc) tin colloid,V09DB04
technetium (99mTc) sulfur colloid,V09DB05
technetium (99mTc) rheniumsulfide colloid,V09DB06
technetium (99mTc) phytate,V09DB07
selenium (75Se) tauroselcholic acid,V09DX01
technetium (99mTc) pentetic acid,V09EA01
technetium (99mTc) technegas,V09EA02
technetium (99mTc) nanocolloid,V09EA03
technetium (99mTc) macrosalb,V09EB01
technetium (99mTc) microspheres,V09EB02
krypton (81mKr) gas,V09EX01
xenon (127Xe) gas,V09EX02
xenon (133Xe) gas,V09EX03
technetium (99mTc) pertechnetate,V09FX01
sodium iodide (123I),V09FX02
sodium iodide (131I),V09FX03
sodium iodide (124I),V09FX04
technetium (99mTc) sestamibi,V09GA01
technetium (99mTc) tetrofosmin,V09GA02
technetium (99mTc) teboroxime,V09GA03
technetium (99mTc) human albumin,V09GA04
technetium (99mTc) furifosmin,V09GA05
technetium (99mTc) stannous agent labelled cells,V09GA06
technetium (99mTc) apcitide,V09GA07
fibrinogen (125I),V09GB01
iodine (125I) human albumin,V09GB02
thallium (201Tl) chloride,V09GX01
indium (111In) imciromab,V09GX02
chromium (51Cr) chromate labelled cells,V09GX03
rubidium (82Rb) chloride,V09GX04
ammonia (13N),V09GX05
technetium (99mTc) human immunoglobulin,V09HA01
technetium (99mTc) exametazime labelled cells,V09HA02
technetium (99mTc) antigranulocyte antibody,V09HA03
technetium (99mTc) sulesomab,V09HA04
indium (111In) oxinate labelled cells,V09HB01
indium (111In) tropolonate labelled cells,V09HB02
gallium (67Ga) citrate,V09HX01
technetium (99mTc) antiCarcinoEmbryonicAntigen antibody,V09IA01
technetium (99mTc) antimelanoma antibody,V09IA02
technetium (99mTc) pentavalent succimer,V09IA03
technetium (99mTc) votumumab,V09IA04
technetium (99mTc) depreotide,V09IA05
technetium (99mTc) arcitumomab,V09IA06
technetium (99mTc) hynic-octreotide,V09IA07
technetium (99mTc) etarfolatide,V09IA08
technetium (99mTc) tilmanocept,V09IA09
technetium (99mTc) trofolastat chloride,V09IA10
indium (111In) pentetreotide,V09IB01
indium (111In) satumomab pendetide,V09IB02
indium (111In) antiovariumcarcinoma antibody,V09IB03
indium (111In) capromab pendetide,V09IB04
iobenguane (123I),V09IX01
iobenguane (131I),V09IX02
iodine (125I) CC49-monoclonal antibody,V09IX03
fludeoxyglucose (18F),V09IX04
fluorodopa (18F),V09IX05
sodium fluoride (18F),V09IX06
fluorocholine (18F),V09IX07
fluoroethylcholine (18F),V09IX08
gallium (68Ga) edotreotide,V09IX09
fluoroethyl-L-tyrosine (18F),V09IX10
fluoroestradiol (18F),V09IX11
fluciclovine (18F),V09IX12
methionine (11C),V09IX13
gallium (68Ga) gozetotide,V09IX14
copper (64Cu) dotatate,V09IX15
piflufolastat (18F),V09IX16
PSMA-1007 (18F),V09IX17
flotufolastat (18F),V09IX18
iodine (131I) norcholesterol,V09XA01
iodocholesterol (131I),V09XA02
iodine (131I) human albumin,V09XA03
cobalt (57Co) cyanocobalamine,V09XX01
cobalt (58Co) cyanocobalamine,V09XX02
selenium (75Se) norcholesterol,V09XX03
ferric (59Fe) citrate,V09XX04
yttrium (90Y) citrate colloid,V10AA01
yttrium (90Y) ferrihydroxide colloid,V10AA02
yttrium (90Y) silicate colloid,V10AA03
phosphorous (32P) chromicphosphate colloid,V10AX01
samarium (153Sm) hydroxyapatite colloid,V10AX02
dysprosium (165Dy) colloid,V10AX03
erbium (169Er) citrate colloid,V10AX04
rhenium (186Re) sulfide colloid,V10AX05
gold (198Au) colloidal,V10AX06
strontium (89Sr) chloride,V10BX01
samarium (153Sm) lexidronam,V10BX02
rhenium (186Re) etidronic acid,V10BX03
sodium iodide (131I),V10XA01
iobenguane (131I),V10XA02
iodine (131I) omburtamab,V10XA03
iodine (131I) apamistamab,V10XA04
tositumomab/iodine (131I) tositumomab,V10XA53
sodium phosphate (32P),V10XX01
ibritumomab tiuxetan (90Y),V10XX02
radium (223Ra) dichloride,V10XX03
lutetium (177Lu) oxodotreotide,V10XX04
lutetium (177Lu) vipivotide tetraxetan,V10XX05
